"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Conventional Dendritic Cells","Monocytes","HLA-DRA","CD4",0.115130151476873,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Conventional Dendritic Cells","MIF","CD74_CXCR4",0.115101563580971,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Naive CD4 T cells","Naive B cells","HLA-E","KLRK1",0.115024781975476,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"MAIT / CD161-like T cells","Classical Monocytes","MIF","CD74_CD44",0.114411887130251,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Conventional Dendritic Cells","Gamma-delta Cytotoxic T cells","MIF","CD74_CD44",0.114196232309782,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NK cells","Gamma-delta Cytotoxic T cells","MIF","CD74_CD44",0.114167271967494,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Regulatory / Activated CD4 T cells","Plasma cells","MIF","CD74_CXCR4",0.113888758038122,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Monocytes","Plasma cells","APP","CD74",0.113384503168478,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"Naive CD4 T cells","Conventional Dendritic Cells","MIF","CD74_CXCR4",0.113340806572776,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Gamma-delta Cytotoxic T cells","Gamma-delta Cytotoxic T cells","CD22","PTPRC",0.112927904618631,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","Gamma-delta Cytotoxic T cells","PTPRC","CD22",0.112927904618631,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"Conventional Dendritic Cells","Monocytes","MIF","CD74_CD44",0.112803408141106,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NK cells","Monocytes","MIF","CD74_CD44",0.112774756051226,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Platelets","Naive B cells","HLA-E","CD94:NKG2E",0.112743217075657,0,"HLA-E_CD94:NKG2E","HLA-E - CD94:NKG2E","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NK-like cells","NK cells","HLA-E","KLRK1",0.112707749711259,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Platelets","Naive B cells","APP","CD74",0.112477932180521,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"Naive B cells","Gamma-delta Cytotoxic T cells","MIF","CD74_CD44",0.112387093059887,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Gamma-delta Cytotoxic T cells","Naive CD4 T cells","CD22","PTPRC",0.112221465347815,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"Naive CD4 T cells","Gamma-delta Cytotoxic T cells","PTPRC","CD22",0.112221465347815,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"Platelets","Classical Monocytes","CD99","CD99",0.112192580232596,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Platelets","CD99","CD99",0.112192580232596,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","NK-like cells","LGALS9","PTPRC",0.11211314571382,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Monocytes","MAIT / CD161-like T cells","HLA-B","CD8A",0.111915920918863,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Monocytes","HLA-DRB1","CD4",0.111852595484962,0,"HLA-DRB1_CD4","HLA-DRB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Platelets","Classical Monocytes","TGFB1","ACVR1B_TGFbR2",0.111741573453759,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Platelets","MAIT / CD161-like T cells","HLA-C","CD8A",0.111651128785912,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","NK cells","HLA-E","KLRK1",0.111519639685734,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NK-like cells","Classical Monocytes","ADGRE5","CD55",0.111459989739212,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"Plasma cells","Conventional Dendritic Cells","MIF","CD74_CXCR4",0.111416453564689,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Platelets","Plasma cells","THBS1","CD47",0.111300086077261,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Naive B cells","Monocytes","MIF","CD74_CD44",0.111013569148987,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MAIT / CD161-like T cells","Plasma cells","MIF","CD74_CXCR4",0.11084910558764,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Naive CD4 T cells","Gamma-delta Cytotoxic T cells","MIF","CD74_CD44",0.110662667535541,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"C1Q+ Monocytes","MAIT / CD161-like T cells","HLA-B","CD8A",0.11024393506438,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","C1Q+ Monocytes","MIF","CD74_CD44",0.110050439987366,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"C1Q+ Monocytes","Classical Monocytes","NAMPT","ITGA5_ITGB1",0.110049602790306,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"NK cells","C1Q+ Monocytes","MIF","CD74_CD44",0.11002240043653,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Naive B cells","MAIT / CD161-like T cells","HLA-C","CD8A",0.109814256101215,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","C1Q+ Monocytes","LGALS9","PTPRC",0.109753615954706,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Conventional Dendritic Cells","Plasma cells","MIF","CD74_CD44",0.109710358222966,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NK cells","Plasma cells","MIF","CD74_CD44",0.109682394641855,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NK-like cells","Naive CD4 T cells","ADGRE5","CD55",0.109422461182141,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"Naive CD4 T cells","Monocytes","MIF","CD74_CD44",0.109307623140908,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Classical Monocytes","MAIT / CD161-like T cells","CLEC2B","KLRB1",0.108976883951236,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Monocytes","Naive B cells","HLA-E","KLRK1",0.108828014508217,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Plasma cells","Gamma-delta Cytotoxic T cells","MIF","CD74_CD44",0.108778206728494,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Conventional Dendritic Cells","Platelets","ITGB2","CD226",0.108674964644682,0,"ITGB2_CD226","ITGB2 - CD226","ITGB2","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Monocytes","APP","CD74",0.10848224129387,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"NK-like cells","Plasma cells","ADGRE5","CD55",0.108305731891153,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"Naive B cells","C1Q+ Monocytes","MIF","CD74_CD44",0.108298949943319,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Conventional Dendritic Cells","NK-like cells","LGALS9","PTPRC",0.108148929486923,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Naive B cells","Plasma cells","MIF","CD74_CD44",0.107963624079689,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"C1Q+ Monocytes","Naive B cells","LGALS9","PTPRC",0.107963299495249,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Platelets","MAIT / CD161-like T cells","HLA-A","CD8A",0.107871027121006,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Classical Monocytes","ADGRE5","CD55",0.107851401089186,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"NK cells","C1Q+ Monocytes","CD99","PILRA",0.10760592273543,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Plasma cells","Monocytes","MIF","CD74_CD44",0.107443449472205,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NK cells","MAIT / CD161-like T cells","HLA-A","CD8A",0.107386487766155,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Gamma-delta Cytotoxic T cells","Conventional Dendritic Cells","CD22","PTPRC",0.107365583275213,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","Gamma-delta Cytotoxic T cells","PTPRC","CD22",0.107365583275213,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"Gamma-delta Cytotoxic T cells","Classical Monocytes","CD22","PTPRC",0.10714705343021,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"Classical Monocytes","Gamma-delta Cytotoxic T cells","PTPRC","CD22",0.10714705343021,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"Conventional Dendritic Cells","NK cells","CLEC2B","KLRB1",0.107119679209676,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Regulatory / Activated CD4 T cells","MAIT / CD161-like T cells","HLA-B","CD8A",0.107044745638586,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Platelets","NK cells","APP","CD74",0.107014563845805,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"Gamma-delta Cytotoxic T cells","Naive B cells","HLA-E","KLRK1",0.106947828373246,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Classical Monocytes","Monocytes","NAMPT","ITGA5_ITGB1",0.106862416791833,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Gamma-delta Cytotoxic T cells","Monocytes","CD22","PTPRC",0.106822691208366,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Gamma-delta Cytotoxic T cells","PTPRC","CD22",0.106822691208366,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"Platelets","Gamma-delta Cytotoxic T cells","THBS1","CD47",0.106821423539096,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Classical Monocytes","MAIT / CD161-like T cells","HLA-B","CD8A",0.106815304612146,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","C1Q+ Monocytes","CD99","PILRA",0.106749615454157,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"Naive CD4 T cells","C1Q+ Monocytes","MIF","CD74_CD44",0.106629715915905,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Conventional Dendritic Cells","Myeloid cells","NAMPT","ITGA5_ITGB1",0.106492474187905,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Conventional Dendritic Cells","Classical Monocytes","MIF","CD74_CD44",0.106340391642264,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NK cells","Classical Monocytes","MIF","CD74_CD44",0.106313184445355,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Naive CD4 T cells","Plasma cells","MIF","CD74_CD44",0.106298942372661,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Platelets","Classical Monocytes","TGFB1","TGFbR1_R2",0.106109708215637,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C1Q+ Monocytes","Naive CD4 T cells","ADGRE5","CD55",0.105871978761079,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"Conventional Dendritic Cells","C1Q+ Monocytes","LGALS9","PTPRC",0.105862883035234,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Myeloid cells","Monocytes","NAMPT","ITGA5_ITGB1",0.105852706285254,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"MAIT / CD161-like T cells","MAIT / CD161-like T cells","HLA-C","CD8A",0.105809946853414,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","NK cells","LGALS9","PTPRC",0.10580299505991,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Gamma-delta Cytotoxic T cells","Myeloid cells","CD22","PTPRC",0.105653101394715,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"Myeloid cells","Gamma-delta Cytotoxic T cells","PTPRC","CD22",0.105653101394715,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"Platelets","Naive B cells","HLA-E","CD94:NKG2C",0.105645062389234,0,"HLA-E_CD94:NKG2C","HLA-E - CD94:NKG2C","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Gamma-delta Cytotoxic T cells","Plasma cells","CD22","PTPRC",0.105549435053201,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"Plasma cells","Gamma-delta Cytotoxic T cells","PTPRC","CD22",0.105549435053201,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"Naive B cells","NK cells","HLA-E","CD94:NKG2E",0.105432538056019,0,"HLA-E_CD94:NKG2E","HLA-E - CD94:NKG2E","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Naive B cells","NK cells","CLEC2D","KLRB1",0.105007058455893,0,"CLEC2D_KLRB1","CLEC2D - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Plasma cells","C1Q+ Monocytes","MIF","CD74_CD44",0.104805838397703,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"C1Q+ Monocytes","Plasma cells","ADGRE5","CD55",0.104787221022989,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"Naive B cells","Classical Monocytes","MIF","CD74_CD44",0.104641005517731,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Plasma cells","Plasma cells","MIF","CD74_CD44",0.104480060978987,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NK-like cells","Monocytes","ADGRE5","CD55",0.104185884376696,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"Conventional Dendritic Cells","Naive B cells","LGALS9","PTPRC",0.104128609370478,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Classical Monocytes","Naive B cells","HLA-E","KLRK1",0.104119305654732,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"C1Q+ Monocytes","NK cells","HLA-E","CD94:NKG2E",0.103967919747343,0,"HLA-E_CD94:NKG2E","HLA-E - CD94:NKG2E","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NK cells","NK-like cells","HLA-E","KLRK1",0.103878224796394,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"Naive B cells","MAIT / CD161-like T cells","HLA-A","CD8A",0.103757327510664,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","NK cells","CD99","CD99",0.103614693557967,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Regulatory / Activated CD4 T cells","CD99","CD99",0.103614693557967,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Classical Monocytes","NAMPT","ITGA5_ITGB1",0.103500174446727,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"NK cells","Monocytes","CD99","CD99",0.103426985699618,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","NK cells","CD99","CD99",0.103426985699618,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"NK cells","Gamma-delta Cytotoxic T cells","ADGRE5","CD55",0.103317704289609,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"Naive CD4 T cells","Classical Monocytes","MIF","CD74_CD44",0.103021638268764,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Conventional Dendritic Cells","Plasma cells","MIF","CD74_CXCR4",0.102999722944828,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NK cells","Plasma cells","MIF","CD74_CXCR4",0.102973271972965,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasma cells","MAIT / CD161-like T cells","HLA-B","CD8A",0.102945066353351,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Conventional Dendritic Cells","MAIT / CD161-like T cells","HLA-B","CD8A",0.10287202639905,0,"HLA-B_CD8A","HLA-B - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"Regulatory / Activated CD4 T cells","Naive B cells","CD99","CD99",0.102786489411107,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Naive B cells","Regulatory / Activated CD4 T cells","CD99","CD99",0.102786489411107,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Platelets","NK cells","THBS1","CD47",0.102617124484314,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Naive B cells","Monocytes","CD99","CD99",0.102600110191081,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Naive B cells","CD99","CD99",0.102600110191081,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Gamma-delta Cytotoxic T cells","MIF","CD74_CXCR4",0.102421873114789,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Classical Monocytes","C1Q+ Monocytes","APP","CD74",0.102409887239889,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"Conventional Dendritic Cells","Conventional Dendritic Cells","HLA-DRA","CD4",0.102392043049867,0,"HLA-DRA_CD4","HLA-DRA - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"Monocytes","Conventional Dendritic Cells","MIF","CD74_CD44",0.102352637809366,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Conventional Dendritic Cells","NK cells","LGALS9","PTPRC",0.102036258726929,0,"LGALS9_CD45","LGALS9 - CD45","GALECTIN","Secreted Signaling","PMID: 30120235"
"Plasma cells","NK-like cells","CD22","PTPRC",0.10191125061495,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"NK-like cells","Plasma cells","PTPRC","CD22",0.10191125061495,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"Platelets","NK cells","CLEC1B","KLRB1",0.101478775547661,0,"CLEC1B_KLRB1","CLEC1B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Naive B cells","Plasma cells","MIF","CD74_CXCR4",0.101347668431857,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasma cells","Classical Monocytes","MIF","CD74_CD44",0.101252481440511,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"C1Q+ Monocytes","NK cells","CLEC2B","KLRB1",0.101196732990349,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"MAIT / CD161-like T cells","MAIT / CD161-like T cells","HLA-A","CD8A",0.100917296575625,0,"HLA-A_CD8A","HLA-A - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Monocytes","ADGRE5","CD55",0.100786086620686,0,"ADGRE5_CD55","ADGRE5 - CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558"
"C1Q+ Monocytes","Monocytes","NAMPT","ITGA5_ITGB1",0.100105250888162,0,"NAMPT_ITGA5_ITGB1","NAMPT - (ITGA5+ITGB1)","VISFATIN","Secreted Signaling","PMID: 28490838"
"Naive CD4 T cells","Plasma cells","MIF","CD74_CXCR4",0.0997735877332013,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Plasma cells","C1Q+ Monocytes","CD22","PTPRC",0.0997423099395041,0,"CD22_PTPRC","CD22 - PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514"
"C1Q+ Monocytes","Plasma cells","PTPRC","CD22",0.0997423099395041,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"Monocytes","MAIT / CD161-like T cells","HLA-C","CD8A",0.099579079877973,0,"HLA-C_CD8A","HLA-C - CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514"
"MAIT / CD161-like T cells","NK cells","CLEC2B","KLRB1",0.0995140043945066,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"Regulatory / Activated CD4 T cells","Monocytes","MIF","CD74_CXCR4",0.0994743398713714,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
